label	Bivalent	ConstitutiveHet	Enhancer	FacultativeHet	Promoter	Quiescent	RegPermissive	Transcribed	Unclassified
4	0.003471819645732689	0.05668103300950053	0.19839404110554543	0.04234215408294992	0.004456349206349206	0.08996491603753716	0.4993331715335828	0.023767309852881537	0.0815892055259206
8	0.02703570063707642	0.10696247657585356	0.013222111222111223	0.3625131510917223	0.03875414667742034	0.0816392308790093	0.10218086246449172	0.08410175574152894	0.18359056471078616
1	0.0	0.112384819475804	0.0	0.11209058157765923	0.0	0.7177759130185577	0.019054293872730242	0.014766880683981827	0.023927511371266794
12	0.03939366061640662	0.051368332401636005	0.015115384615384616	0.6930215663620052	0.00837099882688118	0.06041254431998583	0.08983930259112703	0.011921820826232589	0.030556389440340843
10	0.07796235873218295	0.12101949648151686	0.06033832599974462	0.46187055797821386	0.015791456634703518	0.16615940792653294	0.07073680335279352	0.0013672438672438672	0.024754349027067933
5	0.020326212370804404	0.26150965276680266	0.07515660331066898	0.05830084225741308	0.019541137996226986	0.43480840151728734	0.07350463063788086	0.0016702741702741702	0.05518224497264155
3	0.009789351544668761	0.08729455385647089	0.001997518610421836	0.60996866080942	0.0008703703703703704	0.2089244414418599	0.04862908222117073	0.01009273458988829	0.02243328655572902
9	0.0012142857142857142	0.3079102278512257	0.013083460399249873	0.08112885038611793	0.0021428571428571425	0.41345644057298064	0.08506261429190154	0.0339818995933547	0.06201936404802657
11	0.0025802852541982977	0.007356882730795774	0.023740126128244565	0.00825533524446568	0.02559206771838014	0.009811302731110243	0.10863429583217353	0.579608617031049	0.23442108732958247
2	0.02627378082936554	0.014535494157683062	0.06911681623280855	0.03514152728634605	0.12579417152783354	0.0033239653067239274	0.3902969656175344	0.101924620494783	0.23359265854692193
7	0.04650949760020968	0.01681202866334445	0.08887705567665857	0.0016490683229813663	0.33029745582605485	0.0025	0.3427186388108164	0.09186367387139387	0.078772581228541
14	0.0	0.11287027894402453	0.0	0.042319329846965584	0.0	0.7983494788935498	0.003947237403119756	0.00595390934159872	0.03655976557074117
13	0.012101435059193678	0.013377115483611576	0.3487546650293589	0.013801771159042525	0.10500384418506398	0.005395927601809954	0.3800022719223614	0.04739307537596339	0.07416989418359435
6	0.004545454545454545	0.10343304199836366	0.027201605257487604	0.03680233391716524	0.0020476190476190477	0.15012982018265386	0.0884338250430075	0.505489542917043	0.08191675709120566
0	0.0	0.041284573671489085	0.006153846153846154	0.01086025121511055	0.002202380952380952	0.027952518388804654	0.012494193608324043	0.8241446895457004	0.07490754646434414
