orig_label	(09) initial exon	(01) H3K9me3	(10) initial intron	(02) H3K27me3	(11) internal exons	(04) H3K4me3	(16) 3' flanking (1000-10000 bp)	(12) internal introns	(03) H3K36me3	(13) terminal exon	(06) H3K4me1	(14) terminal intron	(07) 5' flanking (1000-10000 bp)	(05) H3K27ac	(15) 3' flanking (1-1000 bp)	(08) 5' flanking (1-1000 bp)
4	-0.6958728966759752	0.8914050490794236	0.09913332050451513	0.8188641603618906	-0.3422313839707548	0.6254102600172285	0.05000639257763106	-0.3129523740777222	0.913115717728604	-0.18759123247320844	0.8998141076035859	-0.34307505585565257	0.08081485154204027	0.8826771062439721	-0.01313855691409315	-0.032153425158242384
8	-0.023735858203175676	0.7089808854188149	0.8083419978932775	0.6673328919945595	-0.35772583467485014	0.6102377302828762	0.11716153573328393	-0.4232207209838698	0.7713611104921045	0.03822744302891637	1.3229312502327726	-0.10671360693910893	0.3518125273486493	0.9252681472903266	0.14138477008614786	0.6778646358466124
1	0.2659624460079375	0.46934025774661764	0.07993204709720386	0.4103719893974818	-0.451862499111915	0.2837895597465663	0.18041768160185612	-0.27439611770234196	0.36754837968607834	0.12366579076274072	0.3456134240648931	0.15648107591056834	0.1294899193030695	0.38560452755253144	0.09918104542410806	0.05818202142205534
12	-0.07307161907920959	0.7862496670286793	0.11411818920278158	1.2284767913715662	-0.39501763405885265	0.5471091755549325	0.09393046096139873	-0.4394766768027914	0.6943681527266169	-0.04703258189418711	0.7157454308457766	-0.078072785322394	0.2646527048845691	0.7026681542736471	0.028470939125069768	0.13544769163763218
10	-0.8976213391604024	0.7270873096328221	-0.703126377303942	0.8225344502012797	-1.0047802347299895	0.5107656395175711	-0.2801973716180887	-1.001910333716323	0.6835234708253056	-0.5722810542291658	0.748782011967409	-0.7177266693384904	-0.24882956761415728	0.7553846640868173	-0.3826698226859727	-0.6771857902426036
5	-0.6297675627744195	0.5916402371350564	-0.3239825070917416	0.5660236629129073	-0.5915832235332297	0.42727201877906734	-0.10059335373171739	-0.49125353024744767	0.5912596933484698	-0.32741623614145027	0.6280453417912951	-0.3924318362556388	-0.11758167572070584	0.6494926326799143	-0.16806800066747526	-0.45684328567136223
3	0.7584475829711945	0.6413003075691095	0.4241168254759701	0.6224243378756686	0.007138259504785956	0.6476927528339749	0.2658088901828948	-0.10675422254081603	0.6896539509314366	0.2520995298673842	1.4234385210123004	0.16275891837155826	0.31169610969472683	1.0210886440532991	0.3622473271559998	1.0093998601983423
9	-0.24789461552252878	0.6268908307104216	0.10200122630204829	0.5450390021412059	1.500602310451415	0.4736290885506747	0.514009846341522	1.6358459052527659	0.9980368066096459	0.841942806249449	0.611511102671745	1.0555637366182116	0.3087859909405181	0.730386695696845	0.8171431788280797	-0.2899676867382047
11	2.951499338841998	0.4782698248669295	0.9772141218714004	0.4520874515386857	-0.26131404595539104	0.9023366876241719	0.4030713027852647	-0.37860932954771087	0.5169219130314778	0.6610014021520088	1.1898245470903617	0.06734520318373007	0.35956048103221144	1.154298421054947	0.5990863029438328	2.6553419787596693
2	-0.1908711230711932	0.6285097928176273	-0.14194719989835736	0.8608353520355141	-0.34816455255370593	0.4270677054220989	-0.02565863394484397	-0.40628673484353234	0.5273122641776146	-0.07225653875176935	0.5270068709625432	-0.11940077881897997	0.003916940200103043	0.5526117546554431	-0.10391090387116259	-0.24582594359007628
7	-0.2784565892921289	0.7836698366391348	-0.4847295670619944	0.5045546952329915	-1.1163927645242016	0.39580226445011646	-0.17226955746842437	-1.11213214911438	0.5055942727586477	-0.20692164124208934	0.4598335923397075	-0.4539350586842581	-0.21810785607201172	0.4875834168201961	-0.2936425423771017	-0.39740814629629495
14	0.08993801683525998	0.7126661016162655	-0.006392459404849342	0.6272379299582617	2.883368670037853	0.5567549851022646	0.9595927201109421	2.78847463529427	1.5603707347111078	1.7177792182790517	0.7198899545427988	2.1058975977105994	0.8402560028828318	0.8594484817509295	1.3702109245353669	0.05322848333011642
13	4.772672027539429	0.6236456670416543	4.044765970713635	0.5914021688907616	1.4419856586362017	3.646466207992079	1.3691139835959019	0.5695013732695119	0.87382091271053	1.6468433659632353	0.9109655883138347	1.632999538161732	1.3033009974240752	1.5613888624613317	1.3116493091897727	4.1803829984067296
6	-0.6728284921130785	0.02044817996636211	-0.7190061750208528	0.015038481297612894	-1.1479380615437513	0.010652005058522157	-0.649125493565431	-1.1634596429348738	0.01424946714356213	-0.6695385655807917	0.012837376053984145	-0.6877372207589612	-0.6692678401490302	0.01477036396985377	-0.6559572494566822	-0.7027986636782683
0	-0.770608949798333	0.9794970200830464	-0.7604973571942232	0.6571117926181755	-1.5439847325531317	0.5030108884820242	-0.21613720058800415	-1.4791964327574283	0.6964881571391289	-0.47478280627070985	0.6405405132248285	-0.7990758729482382	-0.25010001910877283	0.6526223323161149	-0.40973262617516343	-0.62106754332998
