label	Bivalent	ConstitutiveHet	Enhancer	FacultativeHet	Promoter	Quiescent	RegPermissive	Transcribed	Unclassified
4	0.0031149355877616745	0.06288280112137387	0.10172983971371476	0.10426027457197534	0.006228386951213039	0.07401005839967002	0.4180469145790691	0.12879925922426577	0.10092752985095645
8	0.002233724407637451	0.0418904681414126	0.17857552682360606	0.04247025849967026	0.0007142857142857143	0.0422893704289956	0.5882128753292298	0.027245773422775198	0.07636771723238732
1	0.0	0.17218016190643087	0.009888621670003157	0.19981535680410328	0.007969187675070027	0.41667482179862353	0.10686598932925832	0.03220306548500684	0.05440279533150379
12	0.03682254604643238	0.07757506274839635	0.06789539936412874	0.3476708953605194	0.006200902374386356	0.05774319972353875	0.2945191461138002	0.03835135225412122	0.07322149601467656
10	0.004989935587761674	0.11498247614337823	0.08852055189378051	0.16148566504807577	0.0026056763285024153	0.12990807687581057	0.36549551999828744	0.04124757941428699	0.09076451871011632
5	0.0	0.12269935218728634	0.05230952065145288	0.11081075316853418	0.0	0.2987745839930565	0.2669624951058109	0.05348031697399823	0.09496297791986093
3	0.002900391074304117	0.03258597134373368	0.2504993493903662	0.02946174479115655	0.002647527910685805	0.02994857935059852	0.5748364565789708	0.01426147993848172	0.06285849962170248
9	0.002388278388278388	0.04927318293027561	0.0207289879625019	0.031364547122043375	0.006806092056092054	0.031812127196305	0.07789299899850674	0.6163633738581489	0.16337041148784803
11	0.026075500285592926	0.032931752065236644	0.32804881004295194	0.02104368354844959	0.06656830034705437	0.025083046361850707	0.4208906477140982	0.028938093479111787	0.05042016615565377
2	0.020260306314536573	0.08925149646943625	0.013515582388076406	0.48916223294797345	0.004612086584912672	0.14422661831196906	0.14532498390877754	0.03744596413320003	0.056200728941118064
7	0.0014285714285714286	0.23480638816638597	0.008508259856085942	0.10414293120055235	0.0	0.4061125459683954	0.11661714270978356	0.054461228355644924	0.07392293231458036
14	0.004301896975810019	0.027852812174776188	0.029432265618798126	0.031438722946219196	0.018535247833235454	0.014404367109162507	0.11942004886567642	0.5308382309026286	0.22377640757369333
13	0.08069264664780885	0.01844607560195795	0.05203870094735285	0.004896620770533814	0.2566838423049235	0.005445378151260504	0.4153124399231563	0.08331529708478178	0.08316899856822457
6	0.0	0.11699838497251007	0.0	0.044986930220448314	0.0	0.7939432441310531	0.003947237403119756	0.008065020452709832	0.03205918282015843
0	0.00045454545454545455	0.1591668444200553	0.05634460837075113	0.13743254914367858	0.0	0.21169456738108244	0.25385996577015796	0.08298439826190439	0.09806252119782463
