label	Bivalent	ConstitutiveHet	Enhancer	FacultativeHet	Promoter	Quiescent	RegPermissive	Transcribed	Unclassified
4	0.0025802852541982977	0.01739451176842481	0.03636945345726231	0.00825533524446568	0.035063105452575766	0.013999480566346902	0.11509002792258054	0.5113180042210864	0.25992979611305905
8	0.12867586413078752	0.03057527134701048	0.010568722943722943	0.534070013239236	0.010321147869631852	0.01725212621280396	0.061425873150787104	0.06068746470920384	0.14642351639681653
1	0.0	0.10515801103290752	0.0	0.039592057119692846	0.0	0.809243564986485	0.003492691948574301	0.00595390934159872	0.03655976557074117
12	0.0012121212121212121	0.20996756611398992	0.026736615215247346	0.08782890445518078	0.006415671285236502	0.2400365376123318	0.09871909417407002	0.23334154660576473	0.09574194332605764
10	0.004533765661685573	0.014411110432670047	0.46798883385137846	0.0080829744967676	0.0529264278825611	0.005223639020825721	0.33654728841109716	0.05219400850080956	0.0580919517422046
5	0.0	0.25559511641314725	0.0	0.045992743417106005	0.0	0.650568060933348	0.0009728506787330317	0.0033293792664107506	0.04354184929125486
3	0.0023719519208649643	0.04217857101401584	0.009034632034632036	0.011941420046279383	0.0036297770856594386	0.036209591925289955	0.028636390073410536	0.7649380103924299	0.10105965550741763
9	0.009975523705840922	0.06711390194320932	0.0003846153846153846	0.7473466487763787	0.001715015920898274	0.1248917827707667	0.03367728873213815	0.0029411764705882353	0.011954046295563868
11	0.14174707845080467	0.0031666666666666666	0.05701257389840981	0.027156919089474877	0.47601938512089037	0.007956039291777831	0.24308008264837228	0.008170916949379946	0.03569033788422333
2	0.017606053574496773	0.05603025697401489	0.17038632947722307	0.05034351393081173	0.03552956039295754	0.10218683974800007	0.456135891236051	0.020170528651020134	0.0916110260154247
7	0.0	0.10317161575401662	0.0	0.08602541438239796	0.0	0.7652606373343522	0.009246382702265054	0.008492370880060258	0.027803578946907496
14	0.0	0.2741184337438191	0.0	0.05394553392162066	0.0	0.621717950149064	0.004237853649618356	0.007090063027094511	0.03889016550878352
13	0.000625	0.0531267040277095	0.0055000000000000005	0.019436855769975975	0.0042499999999999994	0.07522560871237957	0.015263944388944389	0.7908282483323521	0.03574363876863878
6	0.021365636986254096	0.08804533765040594	0.029190509296274793	0.09410780931815312	0.017321477805348776	0.3042072205985908	0.30625515051623275	0.03020986902902196	0.10929698879971755
0	0.435147959629486	0.0007142857142857143	0.0044880174291938996	0.11550101784646147	0.18195266521119044	0.003848896434634974	0.2234681239523886	0.017147162258031822	0.01773187152432677
